feature,value,set,chem_prop,tax_prop,exp,challenge,chem_fp,conctype,groupsplit,tax_pdm,n_inducing,fold
.kernel.kernels[1].lengthscales.chem_mol2vec102,145.39503,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec103,87.36376,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec104,4.2746,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec105,152.42089,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec106,158.68812,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec107,20.55719,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec108,136.43476,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec109,139.02537,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec110,163.10614,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec111,164.63409,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec112,68.54275,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec113,204.77319,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec114,18.70143,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec115,14.19428,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec116,3.35782,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec117,148.07197,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec118,12.82993,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec119,190.87562,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec120,8.07272,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec121,59.82826,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec122,169.4852,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec123,216.68599,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec124,2.74415,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec125,137.95262,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec126,177.31309,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec127,233.79741,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec128,185.26353,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec129,16.85128,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec130,112.97935,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec131,194.48557,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec132,109.94294,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec133,123.76726,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec134,4.15697,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec135,134.34691,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec136,103.90589,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec137,35.26439,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec138,136.4626,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec139,214.93741,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec140,9.18631,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec141,45.29071,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec142,152.71752,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec143,89.40088,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec144,130.16515,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec145,14.28459,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec146,96.18188,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec147,18.76739,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec148,163.86934,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec149,98.99252,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec150,172.44875,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec151,171.49585,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec152,165.36782,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec153,15.33989,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec154,10.53609,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec155,192.19097,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec156,123.39242,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec157,5.30628,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec158,19.81788,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec159,159.59297,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec160,96.9067,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec161,194.53109,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec162,8.629,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec163,140.79637,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec164,202.09917,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec165,170.60873,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec166,190.94135,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec167,186.40285,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec168,214.51177,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec169,155.16953,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec170,125.8916,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec171,144.11763,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec172,5.93163,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec173,4.93298,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec174,137.60092,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec175,195.6545,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec176,26.33759,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec177,209.98913,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec178,13.77047,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec179,144.89681,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec180,137.59067,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec181,8.89835,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec182,99.62971,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec183,119.06131,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec184,134.11855,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec185,158.8107,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec186,147.52995,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec187,164.11073,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec188,13.50738,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec189,173.11626,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec190,163.71067,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec191,165.46815,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec192,195.4096,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec193,24.8692,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec194,195.61183,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec195,151.01818,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec196,8.29444,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec197,127.30117,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec198,168.24517,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec199,236.75322,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec200,20.5718,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec201,144.71865,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec202,145.60928,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec203,189.31666,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec204,11.1796,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec205,4.04334,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec206,182.37787,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec207,174.55318,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec208,156.87966,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec209,200.25203,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec210,64.90405,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec211,10.34666,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec212,110.23278,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec213,137.97697,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec214,199.52524,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec215,13.63969,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec216,29.54327,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec217,148.70435,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec218,7.85093,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec219,134.02208,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec220,178.95316,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec221,118.22133,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec222,213.2173,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec223,92.95777,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec224,199.14633,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec225,186.05391,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec226,151.79094,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec227,88.21989,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec228,78.83186,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec229,114.42566,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec230,151.34158,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec231,54.08258,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec232,184.53498,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec233,144.53246,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
